cache_size,block_size,associativity,write_back,write_allocate,miss_rate,total_cycle
32768,1024,16,1,0,0.307012,5113985
32768,1024,16,0,1,0.00712111,277736
32768,1024,16,0,0,0.307012,5113985
32768,1024,32,1,1,0.00712111,277736
32768,1024,32,1,0,0.307012,5113985
32768,1024,32,0,1,0.00712111,277736
32768,1024,32,0,0,0.307012,5113985
32768,2048,1,1,1,0.0380856,777092
32768,2048,1,1,0,0.326607,5429993
32768,2048,1,0,1,0.0380856,777092
32768,2048,1,0,0,0.326607,5429993
32768,2048,2,1,1,0.00357897,220613
32768,2048,2,1,0,0.304648,5075870
32768,2048,2,0,1,0.00357897,220613
32768,2048,2,0,0,0.304648,5075870
32768,2048,4,1,1,0.00357897,220613
32768,2048,4,1,0,0.304648,5075870
32768,2048,4,0,1,0.00357897,220613
32768,2048,4,0,0,0.304648,5075870
32768,2048,8,1,1,0.00357897,220613
32768,2048,8,1,0,0.304648,5075870
32768,2048,8,0,1,0.00357897,220613
32768,2048,8,0,0,0.304648,5075870
32768,2048,16,1,1,0.00357897,220613
32768,2048,16,1,0,0.304648,5075870
32768,2048,16,0,1,0.00357897,220613
32768,2048,16,0,0,0.304648,5075870
32768,4096,1,1,1,0.070898,1306247
32768,4096,1,1,0,0.347436,5765900
32768,4096,1,0,1,0.070898,1306247
32768,4096,1,0,0,0.347436,5765900
32768,4096,2,1,1,0.0459803,904406
32768,4096,2,1,0,0.324017,5388215
32768,4096,2,0,1,0.0459803,904406
32768,4096,2,0,0,0.324017,5388215
32768,4096,4,1,1,0.00181097,192101
32768,4096,4,1,0,0.30347,5056862
32768,4096,4,0,1,0.00181097,192101
32768,4096,4,0,0,0.30347,5056862
32768,4096,8,1,1,0.00181097,192101
32768,4096,8,1,0,0.30347,5056862
32768,4096,8,0,1,0.00181097,192101
32768,4096,8,0,0,0.30347,5056862
65536,1,1,1,1,0.90683,14787077
65536,1,1,1,0,0.906849,14787374
65536,1,1,0,1,0.90683,14787077
65536,1,1,0,0,0.906849,14787374
65536,1,2,1,1,0.906793,14786483
65536,1,2,1,0,0.906824,14786978
65536,1,2,0,1,0.906793,14786483
65536,1,2,0,0,0.906824,14786978
65536,1,4,1,1,0.906793,14786483
65536,1,4,1,0,0.906824,14786978
65536,1,4,0,1,0.906793,14786483
65536,1,4,0,0,0.906824,14786978
65536,1,8,1,1,0.906793,14786483
65536,1,8,1,0,0.906824,14786978
65536,1,8,0,1,0.906793,14786483
65536,1,8,0,0,0.906824,14786978
65536,1,16,1,1,0.906793,14786483
65536,1,16,1,0,0.906824,14786978
65536,1,16,0,1,0.906793,14786483
65536,1,16,0,0,0.906824,14786978
65536,1,32,1,1,0.906793,14786483
65536,1,32,1,0,0.906824,14786978
65536,1,32,0,1,0.906793,14786483
65536,1,32,0,0,0.906824,14786978
65536,2,1,1,1,0.90683,14787077
65536,2,1,1,0,0.906849,14787374
65536,2,1,0,1,0.90683,14787077
65536,2,1,0,0,0.906849,14787374
65536,2,2,1,1,0.906793,14786483
65536,2,2,1,0,0.906824,14786978
65536,2,2,0,1,0.906793,14786483
65536,2,2,0,0,0.906824,14786978
65536,2,4,1,1,0.906793,14786483
65536,2,4,1,0,0.906824,14786978
65536,2,4,0,1,0.906793,14786483
65536,2,4,0,0,0.906824,14786978
65536,2,8,1,1,0.906793,14786483
65536,2,8,1,0,0.906824,14786978
65536,2,8,0,1,0.906793,14786483
65536,2,8,0,0,0.906824,14786978
65536,2,16,1,1,0.906793,14786483
65536,2,16,1,0,0.906824,14786978
65536,2,16,0,1,0.906793,14786483
65536,2,16,0,0,0.906824,14786978
65536,2,32,1,1,0.906793,14786483
65536,2,32,1,0,0.906824,14786978
65536,2,32,0,1,0.906793,14786483
65536,2,32,0,0,0.906824,14786978
65536,4,1,1,1,0.90683,14787077
65536,4,1,1,0,0.906849,14787374
65536,4,1,0,1,0.90683,14787077
65536,4,1,0,0,0.906849,14787374
65536,4,2,1,1,0.906793,14786483
65536,4,2,1,0,0.906824,14786978
65536,4,2,0,1,0.906793,14786483
65536,4,2,0,0,0.906824,14786978
65536,4,4,1,1,0.906793,14786483
65536,4,4,1,0,0.906824,14786978
65536,4,4,0,1,0.906793,14786483
65536,4,4,0,0,0.906824,14786978
65536,4,8,1,1,0.906793,14786483
65536,4,8,1,0,0.906824,14786978
65536,4,8,0,1,0.906793,14786483
65536,4,8,0,0,0.906824,14786978
65536,4,16,1,1,0.906793,14786483
65536,4,16,1,0,0.906824,14786978
65536,4,16,0,1,0.906793,14786483
65536,4,16,0,0,0.906824,14786978
65536,4,32,1,1,0.906793,14786483
65536,4,32,1,0,0.906824,14786978
65536,4,32,0,1,0.906793,14786483
65536,4,32,0,0,0.906824,14786978
65536,8,1,1,1,0.90683,14787077
65536,8,1,1,0,0.906849,14787374
65536,8,1,0,1,0.90683,14787077
65536,8,1,0,0,0.906849,14787374
65536,8,2,1,1,0.906793,14786483
65536,8,2,1,0,0.906824,14786978
65536,8,2,0,1,0.906793,14786483
65536,8,2,0,0,0.906824,14786978
65536,8,4,1,1,0.906793,14786483
65536,8,4,1,0,0.906824,14786978
65536,8,4,0,1,0.906793,14786483
65536,8,4,0,0,0.906824,14786978
65536,8,8,1,1,0.906793,14786483
65536,8,8,1,0,0.906824,14786978
65536,8,8,0,1,0.906793,14786483
65536,8,8,0,0,0.906824,14786978
65536,8,16,1,1,0.906793,14786483
65536,8,16,1,0,0.906824,14786978
65536,8,16,0,1,0.906793,14786483
65536,8,16,0,0,0.906824,14786978
65536,8,32,1,1,0.906793,14786483
65536,8,32,1,0,0.906824,14786978
65536,8,32,0,1,0.906793,14786483
65536,8,32,0,0,0.906824,14786978
65536,16,1,1,1,0.453535,7476917
65536,16,1,1,0,0.604643,9913802
65536,16,1,0,1,0.453535,7476917
65536,16,1,0,0,0.604643,9913802
65536,16,2,1,1,0.453424,7475135
65536,16,2,1,0,0.60457,9912614
